MBD3L3	methyl-CpG binding domain protein 3 like 3																												
MBD3L4	methyl-CpG binding domain protein 3 like 4																												
MBD3L5	methyl-CpG binding domain protein 3 like 5																												
MBD4	methyl-CpG binding domain 4, DNA glycosylase	MED1																											
MBD5	methyl-CpG binding domain protein 5	FLJ11113	KIAA1461																										
MBD6	methyl-CpG binding domain protein 6	KIAA1887																											
MBIP	MAP3K12 binding inhibitory protein 1																												
MBL2	mannose binding lectin 2	MBL	COLEC1																										
MBLAC1	metallo-beta-lactamase domain containing 1	MGC49416																											
MBLAC2	metallo-beta-lactamase domain containing 2	DKFZp686P15118	MGC46734																										
MBNL1	muscleblind like splicing regulator 1	MBNL	KIAA0428	EXP42	EXP40	EXP35	EXP																						
MBNL2	muscleblind like splicing regulator 2	MBLL	MBLL39																										
MBNL3	muscleblind like splicing regulator 3	CHCR	FLJ11316	MBLX39	MBXL																								
MBOAT1	membrane bound O-acyltransferase domain containing 1	OACT1	MGC44669	dJ434O11.1	LPEAT1	lysophosphatidylethanolamine acyltransferase 1																							
MBOAT2	membrane bound O-acyltransferase domain containing 2	OACT2	FLJ14415	FLJ90298																									
MBOAT4	membrane bound O-acyltransferase domain containing 4	OACT4	FKSG89	GOAT	ghrelin O-acyltransferase																								
MBOAT7	membrane bound O-acyltransferase domain containing 7	LENG4	BB1	hMBOA-7	LPLAT	lysophosphatidylinositol acyltransferase	lysophospholipid acyltransferase 7																						
MBP	myelin basic protein																												
MBTD1	mbt domain containing 1	SA49P01	FLJ20055																										
MBTPS1	membrane bound transcription factor peptidase, site 1	S1P	KIAA0091	SKI-1	PCSK8	subtilisin kexin isozyme 1	site-1 protease																						
MBTPS2	membrane bound transcription factor peptidase, site 2	KFSD	S2P	site-2 protease																									
MC1R	melanocortin 1 receptor	MSH-R	alpha melanocyte stimulating hormone receptor																										
MC2R	melanocortin 2 receptor	ACTHR	adrenocorticotropic hormone receptor																										
MC3R	melanocortin 3 receptor	MC3																											
MC4R	melanocortin 4 receptor																												
MC5R	melanocortin 5 receptor																												
MCAM	melanoma cell adhesion molecule	MUC18	CD146	MelCAM	METCAM	HEMCAM	Gicerin																						
MCAT	malonyl-CoA-acyl carrier protein transacylase	MT	MCT	fabD	FASN2C	NET62	MCT1	[acyl-carrier-protein] S-malonyltransferase																					
MCC	MCC regulator of WNT signaling pathway																												
MCCC1	methylcrotonoyl-CoA carboxylase 1	MCCA	methylcrotonoyl-CoA carboxylase alpha																										
MCCC2	methylcrotonoyl-CoA carboxylase 2	MCCB	methylcrotonoyl-CoA carboxylase beta																										
MCCD1	mitochondrial coiled-coil domain 1																												
MCEE	methylmalonyl-CoA epimerase	GLOD2	MCE	glyoxalase domain containing 2	methylmalonyl CoA isomerase																								
MCEMP1	mast cell expressed membrane protein 1	C19orf59	MGC132456																										
MCF2	MCF.2 cell line derived transforming sequence	DBL	ARHGEF21	Oncogene MCF2 (oncogene DBL)																									
MCF2L	MCF.2 cell line derived transforming sequence like	KIAA0362	DBS	OST	ARHGEF14																								
MCF2L2	MCF.2 cell line derived transforming sequence-like 2	KIAA0861	ARHGEF22																										
MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	F5F8D	LMAN1IP	SDNSF																									
MCHR1	melanin concentrating hormone receptor 1	GPR24	SLC1	MCH1R																									
MCHR2	melanin concentrating hormone receptor 2	GPR145	SLT	MCH2	MCH2R																								
MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	MCIN	MCI	IDAS	multicilin																								
MCL1	MCL1 apoptosis regulator, BCL2 family member	BCL2L3	Mcl-1																										
MCM2	minichromosome maintenance complex component 2	CCNL1	CDCL1	D3S3194	KIAA0030	BM28	cdc19	DFNA70	mitotin																				
MCM3	minichromosome maintenance complex component 3																												
MCM3AP	minichromosome maintenance complex component 3 associated protein	Map80	KIAA0572	GANP	SAC3	germinal-centre associated nuclear protein																							
MCM4	minichromosome maintenance complex component 4	CDC21	CDC54	hCdc21	P1-Cdc21	MGC33310	DNA replication licensing factor MCM4																						
MCM5	minichromosome maintenance complex component 5	CDC46																											
MCM6	minichromosome maintenance complex component 6	Mis5	MIS5 homolog (S.pombe)																										
MCM7	minichromosome maintenance complex component 7	MCM2	CDC47	PPP1R104	protein phosphatase 1, regulatory subunit 104																								
MCM8	minichromosome maintenance 8 homologous recombination repair factor	C20orf154	MGC4816	MGC12866	MGC119522	MGC119523	dJ967N21.5	REC	REC homolog (Drosophila)																				
MCM9	minichromosome maintenance 9 homologous recombination repair factor	MCMDC1	C6orf61	MGC35304	dJ329L24.3	FLJ20170																							
MCM10	minichromosome maintenance 10 replication initiation factor	PRO2249	CNA43	DNA43																									
MCMBP	minichromosome maintenance complex binding protein	C10orf119	FLJ13081	MCM-BP																									
MCMDC2	minichromosome maintenance domain containing 2	C8orf45	FLJ25692																										
MCOLN1	mucolipin 1	TRPML1	ML4	MLIV	MST080	MSTP080	TRPM-L1	mucolipidosis type IV	transient receptor potential cation channel mucolipin subfamily member 1	transient receptor potential mucolipin 1																			
MCOLN2	mucolipin 2	TRPML2	FLJ36691	TRP-ML2																									
MCOLN3	mucolipin 3	TRPML3	FLJ11006	TRP-ML3																									
MCPH1	microcephalin 1	FLJ12847	BRIT1	BRCT-repeat inhibitor of TERT expression 1																									
MCRIP1	MAPK regulated corepressor interacting protein 1	FAM195B	GRAN2	MCRIP	granulin-2																								
MCRIP2	MAPK regulated corepressor interacting protein 2	C16orf14	FAM195A	MGC15416																									
MCRS1	microspherule protein 1	ICP22BP	MSP58	P78	MCRS2	INO80Q	INO80 complex subunit Q																						
MCTP1	multiple C2 and transmembrane domain containing 1	FLJ22344																											
MCTP2	multiple C2 and transmembrane domain containing 2	FLJ11175	FLJ33303																										
MCTS1	MCTS1 re-initiation and release factor	MCT-1	multiple copies in T-cell lymphoma-1																										
MCU	mitochondrial calcium uniporter	C10orf42	CCDC109A	FLJ46135																									
MCUR1	mitochondrial calcium uniporter regulator 1	C6orf79	CCDC90A	FLJ20958																									
MDC1	mediator of DNA damage checkpoint 1	NFBD1	KIAA0170	Em:AB023051.5																									
MDFI	MyoD family inhibitor	I-mfa	inhibitor of MyoD family a																										
MDFIC	MyoD family inhibitor domain containing	HIC	MDFIC1																										
MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	GPIM	MAMDC3																										
MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	MAMDC1																											
MDH1	malate dehydrogenase 1																												
MDH1B	malate dehydrogenase 1B	FLJ25341	RP11-95H11																										
MDH2	malate dehydrogenase 2																												
MDK	midkine	NEGF2	MK	FLJ27379																									
MDM1	Mdm1 nuclear protein																												
MDM2	MDM2 proto-oncogene	HDM2	MGC5370																										
MDM4	MDM4 regulator of p53	MDMX	HDMX																										
MDN1	midasin AAA ATPase 1	KIAA0301	Rea1																										
MDP1	magnesium dependent phosphatase 1	MGC5987	FN6Pase	fructosamine-6-phosphatase																									
MDS2	myelodysplastic syndrome 2 translocation associated																												
ME1	malic enzyme 1	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	NADP-dependent malic enzyme																										
ME2	malic enzyme 2	NAD-dependent malic enzyme, mitochondrial	malate dehydrogenase (oxaloacetate-decarboxylating)																										
ME3	malic enzyme 3	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))																											
MEA1	male-enhanced antigen 1	MEA																											
MEAF6	MYST/Esa1 associated factor 6	C1orf149	NY-SAR-91	FLJ11730	Eaf6	CENP-28	Esa1p-associated factor 6 homolog (S. cerevisiae)	centromere protein 28																					
MECOM	MDS1 and EVI1 complex locus	MDS1	EVI1	MDS1-EVI1	PRDM3	KMT8E	PR domain 3																						
MECP2	methyl-CpG binding protein 2	RTT	MRX16	MRX79																									
MECR	mitochondrial trans-2-enoyl-CoA reductase	CGI-63	NRBF1	FASN2B	ETR1	nuclear receptor binding factor 1	mitochondrial 2-enoyl thioester reductase																						
MED1	mediator complex subunit 1	TRIP2	PPARGBP	PPARBP	PBP	TRAP220	RB18A	DRIP230	CRSP200	CRSP1																			
MED4	mediator complex subunit 4	VDRIP	HSPC126	DRIP36	TRAP36																								
MED6	mediator complex subunit 6	NY-REN-28																											
MED7	mediator complex subunit 7	CRSP9	CRSP33																										
MED8	mediator complex subunit 8	MGC17544	MGC19641	ARC32																									
MED9	mediator complex subunit 9	FLJ10193	MED25																										
MED10	mediator complex subunit 10	TRG20	L6	MGC5309	NUT2	NUT2 homolog (S. cerevisiae)																							
MED11	mediator complex subunit 11	HSPC296	MGC88387																										
MED12	mediator complex subunit 12	TNRC11	FGS1	CAGH45	HOPA	OPA1	TRAP230	KIAA0192	OKS	ARC240	Kto	Kohtalo homolog																	
MED12L	mediator complex subunit 12L	KIAA1635	TNRC11L	TRALPUSH	TRALP																								
MED13	mediator complex subunit 13	THRAP1	KIAA0593	TRAP240																									
MED13L	mediator complex subunit 13L	THRAP2	KIAA1025	TRAP240L																									
MED14	mediator complex subunit 14	CXorf4	CRSP2	EXLM1	CRSP150	TRAP170	RGR1	CSRP																					
MED15	mediator complex subunit 15	TNRC7	PCQAP	TIG-1	CAG7A	Arc105																							
MED16	mediator complex subunit 16	THRAP5	DRIP92	TRAP95																									
MED17	mediator complex subunit 17	CRSP6	CRSP77	TRAP80	DRIP80	SRB4																							
MED18	mediator complex subunit 18	FLJ20045	p28b	SRB5																									
MED19	mediator complex subunit 19	LCMR1																											
MED20	mediator complex subunit 20	TRFP	DKFZp586D2223	PRO0213	SRB2																								
MED21	mediator complex subunit 21	SURB7	SRB7																										
MED22	mediator complex subunit 22	SURF5	Med24	SRB6																									
MED23	mediator complex subunit 23	CRSP3	MRT18	CRSP130	DRIP130	Sur2																							
MED24	mediator complex subunit 24	THRAP4	CRSP4	TRAP100	KIAA0130	DRIP100	CRSP100	MED5																					
MED25	mediator complex subunit 25	ARC92	ACID1	TCBAP0758	DKFZp434K0512																								
MED26	mediator complex subunit 26	CRSP7	CRSP70																										
MED27	mediator complex subunit 27	CRSP8	TRAP37	CRSP34	MED3																								
MED28	mediator complex subunit 28	EG1	DKFZP434N185	magicin																									
MED29	mediator complex subunit 29	IXL	DKFZp434H247	MED2																									
MED30	mediator complex subunit 30	THRAP6	TRAP25																										
MED31	mediator complex subunit 31	CGI-125	Soh1																										
MEDAG	mesenteric estrogen dependent adipogenesis	C13orf33	FLJ14834	AWMS3	MEDA-4	mesenteric estrogen-dependent adipose 4	activated in W/Wv mouse stomach 3 homolog																						
MEF2A	myocyte enhancer factor 2A	RSRFC4	RSRFC9																										
MEF2B	myocyte enhancer factor 2B	RSRFR2																											
MEF2C	myocyte enhancer factor 2C																												
MEF2D	myocyte enhancer factor 2D																												
MEFV	MEFV innate immuity regulator, pyrin	MEF	FMF	TRIM20	marenostrin																								
MEGF6	multiple EGF like domains 6	EGFL3																											
MEGF8	multiple EGF like domains 8	EGFL4	C19orf49	SBP1	FLJ22365	HBV pre s2 binding protein 1																							
MEGF9	multiple EGF like domains 9	EGFL5																											
MEGF10	multiple EGF like domains 10	KIAA1780	SR-F3																										
MEGF11	multiple EGF like domains 11	KIAA1781	DKFZp434L121																										
MEI1	meiotic double-stranded break formation protein 1	MGC40042	SPATA38	spermatogenesis associated 38																									
MEI4	meiotic double-stranded break formation protein 4																												
MEIG1	meiosis/spermiogenesis associated 1	bA2K17.3	SPATA39	spermatogenesis associated 39																									
MEIKIN	meiotic kinetochore factor																												
MEIOB	meiosis specific with OB-fold	C16orf73	MGC35212																										
MEIOC	meiosis specific with coiled-coil domain	C17orf104	FLJ35848																										
MEIS1	Meis homeobox 1																												
MEIS2	Meis homeobox 2	MRG1	HsT18361																										
MEIS3	Meis homeobox 3	MRG2	DKFZp547H236																										
MELK	maternal embryonic leucine zipper kinase	KIAA0175																											
MELTF	melanotransferrin	MFI2	CD228	FLJ38863	MAP97	MGC4856	MTF1	MTf	melanotransferrin	membrane-bound transferrin-like protein																			
MEMO1	mediator of cell motility 1	C2orf4	CGI-27	MEMO																									
MEN1	menin 1	menin																											
MEOX1	mesenchyme homeobox 1	MOX1																											
MEOX2	mesenchyme homeobox 2	GAX	MOX2	growth arrest-specific homeobox																									
MEP1A	meprin A subunit alpha	PPHA	PABA peptide hydrolase																										
MEP1B	meprin A subunit beta																												
MEPCE	methylphosphate capping enzyme	BCDIN3	FLJ20257																										
MEPE	matrix extracellular phosphoglycoprotein																												
MERTK	MER proto-oncogene, tyrosine kinase	mer	RP38	c-Eyk	Tyro12																								
MESP1	mesoderm posterior bHLH transcription factor 1	MGC10676	bHLHc5																										
MESP2	mesoderm posterior bHLH transcription factor 2	SCDO2	bHLHc6																										
MEST	mesoderm specific transcript	PEG1	Paternally-expressed gene 1																										
MET	MET proto-oncogene, receptor tyrosine kinase	HGFR	RCCP2	DFNB97	hepatocyte growth factor receptor																								
METAP1	methionyl aminopeptidase 1	KIAA0094	MetAP1A	MAP1A	Peptidase M																								
